business_id,name,Customer Views,Beer Selection,Group Experience,Ambience_y,Burger
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0018243681207550935,0.012044444490807006,0.0011368775769012632,0.004048983866508012,0.00036429012853789417
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.00249481702045949,0.01647073568968521,0.001554676107724404,0.005536971267371813,0.000498165475882988
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0012749901842135918,0.008417461544838021,0.0007945259154176089,0.0028297001175948107,0.0002545902511711745
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.011040491720201683,0.0728891215332931,0.006880019077216878,0.024503153911124984,0.002204567215419865
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.007416910151843085,0.0489663032372013,0.004621939369359156,0.016461014201301943,0.0014810098476455665
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0015569462901804994,0.010278930526085587,0.000970230352969116,0.0034554706028030904,0.0003108912931134204
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.00047206808795016545,0.003116584759683181,0.00029417507237468435,0.0010477030651096838,9.426263399451785e-05
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0004650883878025147,0.0030705049087833185,0.00028982558583132476,0.0010322123903004769,9.286892631292821e-05
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0013166426128600026,0.008692450106100182,0.0008204821419120649,0.0029221430898609506,0.0002629074150225337
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.001588893586159013,0.010489845981506568,0.0009901387059091833,0.0035263741033214053,0.00031727053446611067
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.013776176662491195,0.09095006277474875,0.008584795011948792,0.030574704969907208,0.002750829237830862
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,6.14924033872175e-07,4.059717064651992e-06,3.831975233800943e-07,1.3647560840111283e-06,1.227881329386629e-07
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0010775839707329682,0.007114189385366349,0.0006715097899471549,0.0023915787952376436,0.00021517214576530328
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.03374211158663399,0.22276479477158415,0.021026814502912536,0.07488689584185865,0.006737630430610312
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.004148112053174619,0.027385758826694674,0.0025849473722311085,0.00920627727962044,0.00082829570186478
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.011087405928351909,0.07319884826523232,0.006909254246740666,0.02460727482277062,0.002213935052274099
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.0020753686143185905,0.013701545093200476,0.0012932916414078184,0.0046060517835375585,0.00041440994866798734
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.00025033344007807705,0.0016526967276567083,0.00015599838187017233,0.0005555874653762661,4.9986622779634705e-05
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.009026382438031503,0.05959200941456274,0.005624901946919598,0.020033060460075337,0.0018023895403421729
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.000264811115035101,0.0017482780691590193,0.00016502032422766825,0.0005877190684549664,5.2877527313112977e-05
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,-4.9193922709774e-06,-3.247773651721594e-05,-3.0655801870407543e-06,-1.0918048672089026e-05,-9.823050635093033e-07
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.000822576293464859,0.005430633430489145,0.0005125985993132195,0.0018256173758575992,0.00016425217052932952
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.013960246170109608,0.09216528624951682,0.008699500204076366,0.03098322694427418,0.0027875842676010954
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,0.006082964828449429,0.040159620957126926,0.003790674829201072,0.013500469653423507,0.0012146474245176787
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,9.179040972086076e-07,6.059985822454263e-06,5.720033002058528e-07,2.037186924238178e-06,1.832872421708314e-07
