business_id,name,Customer Views,Beer Selection,Group Experience,Ambience_y,Burger
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0004323112456727783,0.0004247460824378288,0.00020163651768329984,0.0003977672458854135,0.0002418530740284459
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.010906772669111595,0.010715911301441393,0.005087084090862757,0.010035262717580507,0.006101706870125438
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.01320426148810793,0.012973195573088675,0.006158667699930801,0.01214916979062579,0.007387018642562719
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0998322787565398,0.09808527936091946,0.04656328800683956,0.09185514133377574,0.055850371106953164
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.023773803216719715,0.023357777254290352,0.011088462168610298,0.02187414813838565,0.013300064356093776
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.004654894887525554,0.004573437280261924,0.0021711135315061487,0.004282943684279272,0.0026041437716368926
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.002959125212133424,0.0029073424618891973,0.0013801808514948154,0.0027226751504662926,0.0016554589688634839
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0,0.0,0.0,0.0,0.0
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.01539701781193629,0.015127580099536624,0.00718140248578332,0.014166713059641775,0.008613738656953952
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.004878927908001124,0.004793549869828328,0.0022756059280073437,0.004489075258310565,0.002729477255852814
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.013951500057689099,0.013707357957835616,0.006507191094954954,0.012836699968979355,0.0078050552929963156
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,-2.0504205787423444e-05,-2.014539563539176e-05,-9.563472369088451e-06,-1.8865809175143414e-05,-1.1470914184716223e-05
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,-2.8769625532408768e-05,-2.826617595634619e-05,-1.3418589420175083e-05,-2.647077731085145e-05,-1.6094937254828987e-05
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.007197072341077083,0.007071128295857402,0.0033568236285669113,0.006621987450484168,0.004026344646634762
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,1.9378333096308108e-05,1.9039224977881416e-05,9.038348280683282e-06,1.782989978336803e-05,1.0841053698697251e-05
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0053045769041577505,0.005211750287746592,0.00247413507153413,0.004880712604342651,0.002967603187593027
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.04927529328907951,0.04841300797748237,0.022982743673880087,0.04533793163601558,0.02756666932656557
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0042077628992727495,0.0041341298085179065,0.001962564394840046,0.003871539953067508,0.0023539993515279503
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.07360788749204095,0.07231979774228092,0.03433183442827526,0.06772622034753634,0.04117934483750365
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.054678986636752434,0.0537221402359957,0.025503108157014297,0.050309840745546584,0.030589722416956306
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.001422325923792979,0.00139743615306761,0.0006633943695773665,0.0013086744125245045,0.000795708879615994
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,-0.002556650596913731,-0.002511910888442156,-0.0011924605904996826,-0.002352360427365372,-0.0014302977594718217
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.000912591536912711,0.0008966217836095462,0.0004256465253036938,0.0008396705519218996,0.0005105420475268959
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.003955366510181744,0.0038861501906825593,0.0018448428933025391,0.003639311396523914,0.0022127982072451032
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,-3.55614098679086e-05,-3.493910852088488e-05,-1.65863805798405e-05,-3.271986145293805e-05,-1.9894546763303805e-05
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.0027293685380640072,0.002681606378912546,0.001273018856201915,0.0025112772736283666,0.0015269234323525976
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,0.00032022002256692497,0.0003146163822127445,0.00014935547221858481,0.0002946327159627509,0.00017914453440308863
